annotator	filename	mark	label	offset	span
Samuel	9453941	T14	MTP	løb	1299 1302
Samuel	9453941	T15	MTP	Stor	0 4
Samuel	9453941	T16	WIDLII	vært	152 156
Samuel	9453941	T17	MTP	kommer	826 832
Samuel	9488036	T1	MTP	klar	653 657
Samuel	9488036	T2	MTP	vurderer	707 715
Samuel	9488036	T3	MTP	tage	746 750
Samuel	9488036	T5	MTP	selskabet	58 67
Samuel	9488036	T6	MTP	flåde	989 994
Samuel	9488036	T7	MTP	selskabets	1231 1241
Samuel	9488036	T8	MTP	flåde	1293 1298
Samuel	9488036	T9	MTP	klar	1393 1397
Samuel	9488036	T10	MTP	oplyst	1757 1763
Samuel	9488036	T11	MTP	givet	388 393
Samuel	9488036	T12	MTP	give	507 511
Samuel	9488036	T4	MTP	klar	179 183
Samuel	9259262	T1	MTP	lyder	293 298
Samuel	9259262	T2	MTP	optaget	1291 1298
Samuel	9259262	T3	MTP	grænser	1379 1386
Samuel	9259262	T4	MTP	undervejs	765 774
Samuel	9259262	T5	MTP	lyder	801 806
Samuel	9259262	T6	MTP	holdt	493 498
Samuel	9259262	T7	MTP	hårdt	930 935
Samuel	9160659	T1	MTP	ansigt	67 73
Samuel	9160659	T2	MTP	viser	51 56
Samuel	9160659	T3	WIDLII	udspillede	347 357
Samuel	9160659	T4	WIDLII	sig	381 384
Samuel	9160659	T5	MTP	scener	374 380
Samuel	9160659	T6	MTP	kæmpede	557 564
Samuel	9160659	T7	MTP	går	986 989
Samuel	9160659	T8	MTP	presset	1047 1054
Samuel	9160659	T9	MTP	ført	1406 1410
Samuel	9160659	T10	MTP	korridor	1607 1615
Samuel	9160659	T11	MTP	åbnet	1616 1621
Samuel	9160659	T12	MTP	lukket	1636 1642
Samuel	9160659	T13	MTP	korridoren	1683 1693
Samuel	9160659	T14	MTP	korridor	1781 1789
Samuel	9160659	T15	MTP	hårdest	1492 1499
Samuel	9160659	T16	MTP	ramte	1500 1505
Samuel	9160659	T17	MTP	slippe	1719 1725
Samuel	9071496	T1	MTP	kommet	254 260
Samuel	9071496	T2	MTP	går	450 453
Samuel	9071496	T3	MTP	træde	486 491
Samuel	9071496	T4	MTP	ind	492 495
Samuel	9071496	T5	MTP	lejr	640 644
Samuel	9071496	T6	MTP	lejren	286 292
Samuel	9071496	T7	MTP	stor	564 568
Samuel	9267285	T1	MTP	taburetterne	208 220
Samuel	9267285	T2	MTP	ryster	249 255
Samuel	9267285	T3	MTP	træde	555 560
Samuel	9267285	T4	MTP	tilbage	561 568
Samuel	9267285	T7	MTP	hovedpine	1039 1048
Samuel	9267285	T8	MTP	set	1141 1144
Samuel	9267285	T9	MTP	trække	1455 1461
Samuel	9267285	T10	MTP	sig	1462 1465
Samuel	9267285	T11	MTP	afhoppet	1237 1245
Samuel	9267285	T12	MTP	fløj	1267 1271
Samuel	9267285	T13	MTP	kommer	1301 1307
Samuel	9267285	T14	HPB	bestemteste	750 761
Samuel	9267285	T5	MTP	række	1399 1404
Samuel	9394252	T1	MTP	løb	54 57
Samuel	9394252	T2	MTP	over	62 66
Samuel	9394252	T3	MTP	ende	67 71
Samuel	9394252	T4	MTP	stor	25 29
Samuel	9394252	T5	MTP	tætte	174 179
Samuel	9394252	T6	MTP	klart	237 242
Samuel	9394252	T7	MTP	åbnede	264 270
Samuel	9394252	T8	MTP	følge	643 648
Samuel	9394252	T9	MTP	fuld	836 840
Samuel	9394252	T10	MTP	ramt	860 864
Samuel	9394252	T11	MTP	tage	759 763
Samuel	9394252	T12	MTP	fat	1105 1108
Samuel	9394252	T13	MTP	gange	1053 1058
Samuel	9394252	T14	MTP	foran	1059 1064
Samuel	9394252	T15	MTP	profiler	1250 1258
Samuel	9394252	T16	MTP	større	1332 1338
Samuel	9394252	T17	MTP	høj	975 978
Samuel	9394252	T18	MTP	opskruet	950 958
Samuel	9394252	T19	MTP	hårdt	1356 1361
Samuel	9394252	T20	MTP	gennembrud	1513 1523
Samuel	9394252	T21	MTP	vokset	1728 1734
Samuel	9394252	T22	HPB	var	1775 1778
Samuel	9394252	T23	HPB	blottet	1779 1786
Samuel	9394252	T24	HPB	for	1787 1790
Samuel	9394252	T25	HPB	fuld	836 840
Samuel	9394252	T26	MTP	var	919 922
Samuel	9394252	T27	MTP	vidne	927 932
Samuel	9394252	T28	MTP	til	933 936
Samuel	9417278	T1	MTP	stjerne	149 156
Samuel	9417278	T2	MTP	mål	101 104
Samuel	9417278	T3	MTP	hjemme	299 305
Samuel	9417278	T4	MTP	betyder	396 403
Samuel	9417278	T5	WIDLII	helt	472 476
Samuel	9417278	T6	MTP	målene	370 376
Samuel	9417278	T7	WIDLII	har	871 874
Samuel	9417278	T8	MTP	mål	999 1002
Samuel	9417278	T9	MTP	kampe	1021 1026
Samuel	9417278	T10	MTP	tilpasse	1090 1098
Samuel	9417278	T12	HPB	altid	1155 1160
Samuel	9417278	T11	MTP	målene	1164 1170
Samuel	9417278	T13	MTP	lige	1103 1107
Samuel	9417278	T14	MTP	rette	1210 1215
Samuel	9417278	T15	WIDLII	position	1216 1224
Samuel	9417278	T16	MTP	banen	1321 1326
Samuel	9417278	T17	MTP	placerer	1349 1357
Samuel	9417278	T18	MTP	tæller	1434 1440
Samuel	9417278	T19	MTP	slog	1490 1494
Samuel	9417278	T20	MTP	angriber	1590 1598
Samuel	9417278	T21	MTP	angrebet	1755 1763
Samuel	9417278	T22	MTP	total	1778 1783
Samuel	9417278	T23	MTP	modenhed	1784 1792
Samuel	9417278	T24	MTP	fuldstændig	1811 1822
Samuel	9417278	T26	MTP	peger	1700 1705
Samuel	9417278	T27	MTP	pres	1735 1739
Samuel	9059684	T1	MTP	Skaber	694 700
Samuel	9059684	T2	MTP	skabe	779 784
Samuel	9059684	T3	MTP	undviger	918 926
Samuel	9059684	T4	MTP	høje	964 968
Samuel	9059684	T5	MTP	lyder	1005 1010
Samuel	9059684	T6	MTP	bide	1115 1119
Samuel	9059684	T7	MTP	mærke	1120 1125
Samuel	9059684	T8	MTP	i	1126 1127
Samuel	9059684	T9	MTP	slå	1184 1187
Samuel	9059684	T10	MTP	fast	1188 1192
Samuel	9059684	T11	MTP	understreger	1474 1486
Samuel	9059684	T12	MTP	Set	1559 1562
Samuel	9059684	T13	MTP	lys	1571 1574
Samuel	9059684	T14	MTP	understreger	1682 1694
Samuel	9059684	T15	MTP	mindre	1527 1533
Samuel	9059684	T16	MTP	isolerede	1387 1396
Samuel	9059684	T17	MTP	kort	1823 1827
Samuel	9059684	T18	MTP	baggrund	1985 1993
Samuel	9059684	T19	MTP	lyder	2139 2144
Samuel	9059684	T20	MTP	stiger	2239 2245
Samuel	9059684	T21	MTP	høj	2400 2403
Samuel	9059684	T22	MTP	ligger	2597 2603
Samuel	9059684	T23	MTP	lavere	2758 2764
Samuel	9059684	T24	MTP	falder	2768 2774
Samuel	9059684	T25	MTP	derover	2978 2985
Samuel	9059684	T26	MTP	derover	2681 2688
Samuel	9059684	T27	MTP	billede	3231 3238
Samuel	9059684	T28	MTP	siger	2467 2472
Samuel	9059684	T29	MTP	i	1563 1564
Samuel	9059684	T30	MTP	dette	1565 1570
Samuel	9059684	T31	MTP	høj	3250 3253
