annotator	filename	mark	label	offset	span
ann1	9267285	T5	MTP	række	1399 1404
ann1	9394252	T1	MTP	løb	54 57
ann1	9394252	T2	MTP	over	62 66
ann1	9394252	T3	MTP	ende	67 71
ann1	9394252	T4	MTP	stor	25 29
ann1	9394252	T5	MTP	tætte	174 179
ann1	9394252	T6	MTP	klart	237 242
ann1	9394252	T7	MTP	åbnede	264 270
ann1	9394252	T8	MTP	følge	643 648
ann1	9394252	T9	MTP	fuld	836 840
ann1	9394252	T10	MTP	ramt	860 864
ann1	9394252	T11	MTP	tage	759 763
ann1	9394252	T12	MTP	fat	1105 1108
ann1	9394252	T13	MTP	gange	1053 1058
ann1	9394252	T14	MTP	foran	1059 1064
ann1	9394252	T15	MTP	profiler	1250 1258
ann1	9394252	T16	MTP	større	1332 1338
ann1	9394252	T17	MTP	høj	975 978
ann1	9394252	T18	MTP	opskruet	950 958
ann1	9394252	T19	MTP	hårdt	1356 1361
ann1	9394252	T20	MTP	gennembrudsstærke	1513 1530
ann1	9394252	T21	MTP	vokset	1728 1734
ann1	9394252	T22	HPB	var	1775 1778
ann1	9394252	T23	HPB	blottet	1779 1786
ann1	9394252	T24	HPB	for	1787 1790
ann1	9394252	T25	HPB	fuld	836 840
ann1	9394252	T26	MTP	var	919 922
ann1	9394252	T27	MTP	vidne	927 932
ann1	9394252	T28	MTP	til	933 936
ann1	9059684	T1	MTP	Skaber	694 700
ann1	9059684	T2	MTP	skabe	779 784
ann1	9059684	T3	MTP	undviger	918 926
ann1	9059684	T4	MTP	høje	964 968
ann1	9059684	T5	MTP	lyder	1005 1010
ann1	9059684	T6	MTP	bide	1115 1119
ann1	9059684	T7	MTP	mærke	1120 1125
ann1	9059684	T8	MTP	i	1126 1127
ann1	9059684	T9	MTP	slå	1184 1187
ann1	9059684	T10	MTP	fast	1188 1192
ann1	9059684	T11	MTP	understreger	1474 1486
ann1	9059684	T12	MTP	Set	1559 1562
ann1	9059684	T13	MTP	lys	1571 1574
ann1	9059684	T14	MTP	understreger	1682 1694
ann1	9059684	T15	MTP	mindre	1527 1533
ann1	9059684	T16	MTP	isolerede	1387 1396
ann1	9059684	T17	MTP	kort	1823 1827
ann1	9059684	T18	MTP	baggrund	1985 1993
ann1	9059684	T19	MTP	lyder	2139 2144
ann1	9059684	T20	MTP	stiger	2239 2245
ann1	9059684	T21	MTP	høj	2400 2403
ann1	9059684	T22	MTP	ligger	2597 2603
ann1	9059684	T23	MTP	lavere	2758 2764
ann1	9059684	T24	MTP	falder	2768 2774
ann1	9059684	T25	MTP	derover	2978 2985
ann1	9059684	T26	MTP	derover	2681 2688
ann1	9059684	T27	MTP	billede	3231 3238
ann1	9059684	T28	MTP	siger	2467 2472
ann1	9059684	T29	MTP	i	1563 1564
ann1	9059684	T30	MTP	dette	1565 1570
ann1	9059684	T31	MTP	høj	3250 3253
