annotator	filename	mark	label	offset	span
sample3	9394252	T24	MTP	kampen	1112 1118
sample3	9394252	T25	MTP	trupper	1212 1219
sample3	9394252	T26	MTP	profiler	1250 1258
sample3	9394252	T27	MTP	skred	1293 1298
sample3	9394252	T28	MTP	frem	1299 1303
sample3	9394252	T29	MTP	større	1332 1338
sample3	9394252	T30	MTP	hårdt	1356 1361
sample3	9394252	T31	MTP	slide	1350 1355
sample3	9394252	T32	HPB	eneste	1372 1378
sample3	9394252	T33	MTP	gennembruds	1513 1524
sample3	9394252	T34	MTP	vokset	1728 1734
sample3	9394252	T35	MTP	kampen	1768 1774
sample3	9394252	T36	MTP	spænding	1791 1799
sample3	9394252	T37	MTP	klart	237 242
sample3	9394252	T38	MTP	midten	706 712
sample3	9394252	T39	HPB	hvert	1366 1371
sample3	9059684	T3	MTP	ser	596 599
sample3	9059684	T4	MTP	Skaber	694 700
sample3	9059684	T5	MTP	skabe	779 784
sample3	9059684	T6	MTP	undviger	918 926
sample3	9059684	T7	MTP	høje	964 968
sample3	9059684	T8	MTP	lyder	1005 1010
sample3	9059684	T9	MTP	bide	1115 1119
sample3	9059684	T10	MTP	mærke	1120 1125
sample3	9059684	T11	MTP	i	1126 1127
sample3	9059684	T12	MTP	slå	1184 1187
sample3	9059684	T13	MTP	fast	1188 1192
sample3	9059684	T15	MTP	isolerede	1387 1396
sample3	9059684	T16	MTP	understreger	1474 1486
sample3	9059684	T17	MTP	Set	1559 1562
sample3	9059684	T18	MTP	i	1563 1564
sample3	9059684	T19	MTP	dette	1565 1570
sample3	9059684	T20	MTP	lys	1571 1574
sample3	9059684	T21	MTP	understreger	1682 1694
sample3	9059684	T14	MTP	kort	1823 1827
sample3	9059684	T22	MTP	baggrund	1985 1993
sample3	9059684	T23	MTP	lyder	2139 2144
sample3	9059684	T24	MTP	stiger	2239 2245
sample3	9059684	T25	HPB	hele	2330 2334
sample3	9059684	T26	MTP	høj	2400 2403
sample3	9059684	T27	MTP	giver	2436 2441
sample3	9059684	T28	MTP	viser	2550 2555
sample3	9059684	T29	MTP	ligger	2597 2603
sample3	9059684	T30	MTP	ser	2734 2737
sample3	9059684	T31	MTP	lavere	2758 2764
sample3	9059684	T32	MTP	falder	2768 2774
sample3	9059684	T33	MTP	billede	3231 3238
sample3	9059684	T34	MTP	har	3210 3213
sample3	9059684	T35	MTP	høj	3250 3253
sample3	9059684	T1	MTP	konkret	2542 2549
