annotator	filename	mark	label	offset	span
Stephanie	9160659	T15	MTP	adgang	1526 1532
Stephanie	9160659	T16	MTP	korridor	1607 1615
Stephanie	9160659	T17	MTP	korridor	1781 1789
Stephanie	9299101	T1	MTP	drømmer	57 64
Stephanie	9299101	T2	MTP	feltet	123 129
Stephanie	9299101	T3	MTP	rammer	136 142
Stephanie	9299101	T4	MTP	drømmen	177 184
Stephanie	9299101	T5	MTP	knæk	193 197
Stephanie	9299101	T6	MTP	lidt	185 189
Stephanie	9299101	T7	MTP	bud	222 225
Stephanie	9299101	T8	MTP	rammer	294 300
Stephanie	9299101	T9	MTP	venter	324 330
Stephanie	9299101	T10	MTP	guf	419 422
Stephanie	9299101	T11	MTP	ren	415 418
Stephanie	9299101	T13	MTP	sætter	489 495
Stephanie	9299101	T14	MTP	alle	496 500
Stephanie	9299101	T15	MTP	sejl	501 505
Stephanie	9299101	T16	MTP	ind	506 509
Stephanie	9299101	T17	MTP	brøl	567 571
Stephanie	9299101	T18	MTP	involveret	596 606
Stephanie	9299101	T19	MTP	udgå	684 688
Stephanie	9299101	T20	MTP	drøm	746 750
Stephanie	9299101	T21	MTP	lidt	751 755
Stephanie	9299101	T22	MTP	knæk	759 763
Stephanie	9299101	T23	MTP	sige	850 854
Stephanie	9299101	T24	MTP	kommer	1117 1123
Stephanie	9299101	T25	MTP	til	1124 1127
Stephanie	9299101	T26	MTP	køre	1131 1135
Stephanie	9299101	T27	MTP	sige	1417 1421
Stephanie	9299101	T28	MTP	farvel	1422 1428
Stephanie	9299101	T29	MTP	til	1429 1432
Stephanie	9299101	T30	MTP	tog	1579 1582
Stephanie	9299101	T31	MTP	sig	1583 1586
Stephanie	9299101	T32	MTP	af	1587 1589
Stephanie	9299101	T33	MTP	kommer	1625 1631
Stephanie	9299101	T34	MTP	mig	1632 1635
Stephanie	9299101	T36	MTP	har	1699 1702
Stephanie	9299101	T37	MTP	til	1733 1736
Stephanie	9299101	T38	MTP	gode	1737 1741
Stephanie	9299101	T39	MTP	blev	1747 1751
Stephanie	9299101	T40	MTP	på	1890 1892
Stephanie	9299101	T41	MTP	spring	1893 1899
Stephanie	9299101	T42	MTP	bud	1942 1945
Stephanie	9259262	T1	MTP	lyder	293 298
Stephanie	9259262	T2	MTP	fremstillet	365 376
Stephanie	9259262	T3	MTP	holdt	493 498
Stephanie	9259262	T4	MTP	undervejs	765 774
Stephanie	9259262	T5	MTP	lyder	801 806
Stephanie	9259262	T6	MTP	hårdt	930 935
Stephanie	9259262	T7	MTP	lyder	1191 1196
Stephanie	9259262	T8	MTP	so	1078 1080
Stephanie	9259262	T9	MTP	kom	1340 1343
Stephanie	9259262	T10	MTP	med	1344 1347
Stephanie	9259262	T11	HPB	ingen	1373 1378
Stephanie	9259262	T12	MTP	grænser	1379 1386
Stephanie	9071496	T1	MTP	kommet	254 260
Stephanie	9071496	T2	MTP	lejren	286 292
Stephanie	9071496	T3	MTP	går	450 453
Stephanie	9071496	T4	MTP	træde	486 491
Stephanie	9071496	T5	MTP	ind	492 495
Stephanie	9071496	T6	MTP	stor	564 568
Stephanie	9071496	T7	MTP	lejr	640 644
Stephanie	9071496	T8	MTP	kamp	737 741
Stephanie	9071496	T9	MTP	kamp	871 875
Stephanie	9071496	T10	MTP	kampene	1208 1215
Stephanie	9071496	T11	MTP	mandskab	820 828
Stephanie	9453941	T1	MTP	Stor	0 4
Stephanie	9453941	T2	MTP	begivenhed	5 15
Stephanie	9453941	T3	MTP	udpeget	140 147
Stephanie	9453941	T5	MTP	bud	349 352
Stephanie	9453941	T6	MTP	møde	412 416
Stephanie	9453941	T7	MTP	gang	449 453
Stephanie	9453941	T9	MTP	legeplads	546 555
Stephanie	9453941	T10	MTP	lyder	573 578
Stephanie	9453941	T11	MTP	strække	648 655
Stephanie	9453941	T12	MTP	kaldes	731 737
Stephanie	9453941	T13	MTP	kommer	826 832
Stephanie	9453941	T14	MTP	planen	871 877
Stephanie	9453941	T15	MTP	stå	878 881
Stephanie	9453941	T16	MTP	Idéen	1038 1043
Stephanie	9453941	T17	MTP	fungere	1061 1068
Stephanie	9453941	T18	MTP	energi	1095 1101
Stephanie	9453941	T19	MTP	opmærksomhed	1119 1131
Stephanie	9453941	T20	MTP	fået	1114 1118
Stephanie	9453941	T21	MTP	planer	1144 1150
Stephanie	9453941	T23	MTP	løb	1299 1302
Stephanie	9059684	T3	MTP	ser	596 599
Stephanie	9059684	T4	MTP	Skaber	694 700
Stephanie	9059684	T5	MTP	skabe	779 784
Stephanie	9059684	T6	MTP	undviger	918 926
Stephanie	9059684	T7	MTP	høje	964 968
Stephanie	9059684	T8	MTP	lyder	1005 1010
Stephanie	9059684	T9	MTP	bide	1115 1119
Stephanie	9059684	T10	MTP	mærke	1120 1125
Stephanie	9059684	T11	MTP	i	1126 1127
Stephanie	9059684	T12	MTP	slå	1184 1187
Stephanie	9059684	T13	MTP	fast	1188 1192
Stephanie	9059684	T15	MTP	isolerede	1387 1396
Stephanie	9059684	T16	MTP	understreger	1474 1486
Stephanie	9059684	T17	MTP	Set	1559 1562
Stephanie	9059684	T18	MTP	i	1563 1564
Stephanie	9059684	T19	MTP	dette	1565 1570
Stephanie	9059684	T20	MTP	lys	1571 1574
Stephanie	9059684	T21	MTP	understreger	1682 1694
Stephanie	9059684	T14	MTP	kort	1823 1827
Stephanie	9059684	T22	MTP	baggrund	1985 1993
Stephanie	9059684	T23	MTP	lyder	2139 2144
Stephanie	9059684	T24	MTP	stiger	2239 2245
Stephanie	9059684	T25	HPB	hele	2330 2334
Stephanie	9059684	T26	MTP	høj	2400 2403
Stephanie	9059684	T27	MTP	giver	2436 2441
Stephanie	9059684	T28	MTP	viser	2550 2555
Stephanie	9059684	T29	MTP	ligger	2597 2603
Stephanie	9059684	T30	MTP	ser	2734 2737
Stephanie	9059684	T31	MTP	lavere	2758 2764
Stephanie	9059684	T32	MTP	falder	2768 2774
Stephanie	9059684	T33	MTP	billede	3231 3238
Stephanie	9059684	T34	MTP	har	3210 3213
Stephanie	9059684	T35	MTP	høj	3250 3253
Stephanie	9059684	T1	MTP	konkret	2542 2549
Stephanie	9213363	T1	MTP	grænseoverskridende	41 60
Stephanie	9213363	T3	MTP	omløb	423 428
Stephanie	9213363	T4	MTP	lille	474 479
Stephanie	9213363	T5	HPB	så	626 628
Stephanie	9213363	T6	HPB	snart	629 634
Stephanie	9213363	T7	MTP	grænseoverskridende	738 757
Stephanie	9213363	T8	MTP	får	1156 1159
Stephanie	9213363	T9	MTP	omfanget	1193 1201
Stephanie	9213363	T10	MTP	større	1220 1226
Stephanie	9213363	T11	MTP	langt	1214 1219
Stephanie	9213363	T13	MTP	langt	1609 1614
Stephanie	9213363	T2	MTP	let	688 691
Stephanie	9213363	T12	MTP	urolig	1352 1358
